"resource","app","nodes","cores","task_id","metric_type","metric","value","units"
"UBHPC_32core","hpcc",1,32,3851059,"parameter","Input:DGEMM Problem Size",2040,NA
"UBHPC_32core","hpcc",1,32,3851059,"parameter","Input:High Performance LINPACK Grid Cols",8,NA
"UBHPC_32core","hpcc",1,32,3851059,"parameter","Input:High Performance LINPACK Grid Rows",4,NA
"UBHPC_32core","hpcc",1,32,3851059,"parameter","Input:High Performance LINPACK Problem Size",20000,NA
"UBHPC_32core","hpcc",1,32,3851059,"parameter","Input:MPI Ranks",32,NA
"UBHPC_32core","hpcc",1,32,3851059,"parameter","Input:MPIRandom Problem Size",256,"MWord"
"UBHPC_32core","hpcc",1,32,3851059,"parameter","Input:OpenMP Threads",0,NA
"UBHPC_32core","hpcc",1,32,3851059,"parameter","Input:PTRANS Problem Size",10000,NA
"UBHPC_32core","hpcc",1,32,3851059,"parameter","Input:STREAM Array Size",4166666,"MWord"
"UBHPC_32core","hpcc",1,32,3851059,"parameter","RunEnv:CPU Speed",2035.144,"MHz"
"UBHPC_32core","hpcc",1,32,3851059,"parameter","job_id",10600415,NA
"UBHPC_32core","hpcc",1,32,3851059,"statistic","App kernel executable exists",1,NA
"UBHPC_32core","hpcc",1,32,3851059,"statistic","App kernel input exists",1,NA
"UBHPC_32core","hpcc",1,32,3851059,"statistic","Average Double-Precision General Matrix Multiplication (DGEMM) Floating-Point Performance",48563.4,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3851059,"statistic","Average STREAM 'Add' Memory Bandwidth",4684.11392,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3851059,"statistic","Average STREAM 'Copy' Memory Bandwidth",5375.11936,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3851059,"statistic","Average STREAM 'Scale' Memory Bandwidth",4274.176,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3851059,"statistic","Average STREAM 'Triad' Memory Bandwidth",4736.41984,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3851059,"statistic","Fast Fourier Transform (FFTW) Floating-Point Performance",51256.3,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3851059,"statistic","High Performance LINPACK Floating-Point Performance",1009970,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3851059,"statistic","High Performance LINPACK Run Time",5.28128,"Second"
"UBHPC_32core","hpcc",1,32,3851059,"statistic","MPI Random Access",12.529300000000001,"MUpdate per Second"
"UBHPC_32core","hpcc",1,32,3851059,"statistic","Network scratch directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3851059,"statistic","Network scratch directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3851059,"statistic","Parallel Matrix Transpose (PTRANS)",14224.6912,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3851059,"statistic","Task working directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3851059,"statistic","Task working directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3851059,"statistic","Wall Clock Time",142,"Second"
"UBHPC_32core","hpcc",1,32,3851059,"statistic","local scratch directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3851059,"statistic","local scratch directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3851059,"statistic","Power(Max)",342,"W"
"UBHPC_32core","hpcc",1,32,3851059,"statistic","Power(Mean)",227.3867,"W"
"UBHPC_32core","hpcc",1,32,3851059,"statistic","Power(Mean Second Half)",342,"W"
"UBHPC_32core","hpcc",1,32,3851059,"statistic","Energy",34108,"J"
"UBHPC_32core","hpcc",1,32,3850916,"parameter","Input:DGEMM Problem Size",2040,NA
"UBHPC_32core","hpcc",1,32,3850916,"parameter","Input:High Performance LINPACK Grid Cols",8,NA
"UBHPC_32core","hpcc",1,32,3850916,"parameter","Input:High Performance LINPACK Grid Rows",4,NA
"UBHPC_32core","hpcc",1,32,3850916,"parameter","Input:High Performance LINPACK Problem Size",20000,NA
"UBHPC_32core","hpcc",1,32,3850916,"parameter","Input:MPI Ranks",32,NA
"UBHPC_32core","hpcc",1,32,3850916,"parameter","Input:MPIRandom Problem Size",256,"MWord"
"UBHPC_32core","hpcc",1,32,3850916,"parameter","Input:OpenMP Threads",0,NA
"UBHPC_32core","hpcc",1,32,3850916,"parameter","Input:PTRANS Problem Size",10000,NA
"UBHPC_32core","hpcc",1,32,3850916,"parameter","Input:STREAM Array Size",4166666,"MWord"
"UBHPC_32core","hpcc",1,32,3850916,"parameter","RunEnv:CPU Speed",2100,"MHz"
"UBHPC_32core","hpcc",1,32,3850916,"parameter","job_id",10575868,NA
"UBHPC_32core","hpcc",1,32,3850916,"statistic","App kernel executable exists",1,NA
"UBHPC_32core","hpcc",1,32,3850916,"statistic","App kernel input exists",1,NA
"UBHPC_32core","hpcc",1,32,3850916,"statistic","Average Double-Precision General Matrix Multiplication (DGEMM) Floating-Point Performance",47028.5,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850916,"statistic","Average STREAM 'Add' Memory Bandwidth",4670.17728,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850916,"statistic","Average STREAM 'Copy' Memory Bandwidth",5367.08096,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850916,"statistic","Average STREAM 'Scale' Memory Bandwidth",4256.1536,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850916,"statistic","Average STREAM 'Triad' Memory Bandwidth",4739.6352,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850916,"statistic","Fast Fourier Transform (FFTW) Floating-Point Performance",52767.899999999994,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850916,"statistic","High Performance LINPACK Floating-Point Performance",1013130.0000000001,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850916,"statistic","High Performance LINPACK Run Time",5.26483,"Second"
"UBHPC_32core","hpcc",1,32,3850916,"statistic","MPI Random Access",13.4056,"MUpdate per Second"
"UBHPC_32core","hpcc",1,32,3850916,"statistic","Network scratch directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850916,"statistic","Network scratch directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850916,"statistic","Parallel Matrix Transpose (PTRANS)",13739.2128,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850916,"statistic","Task working directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850916,"statistic","Task working directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850916,"statistic","Wall Clock Time",143,"Second"
"UBHPC_32core","hpcc",1,32,3850916,"statistic","local scratch directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850916,"statistic","local scratch directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850916,"statistic","Power(Max)",333,"W"
"UBHPC_32core","hpcc",1,32,3850916,"statistic","Power(Mean)",201.4211,"W"
"UBHPC_32core","hpcc",1,32,3850916,"statistic","Power(Mean Second Half)",333,"W"
"UBHPC_32core","hpcc",1,32,3850916,"statistic","Energy",30616,"J"
"UBHPC_32core","hpcc",1,32,3850803,"parameter","Input:DGEMM Problem Size",2040,NA
"UBHPC_32core","hpcc",1,32,3850803,"parameter","Input:High Performance LINPACK Grid Cols",8,NA
"UBHPC_32core","hpcc",1,32,3850803,"parameter","Input:High Performance LINPACK Grid Rows",4,NA
"UBHPC_32core","hpcc",1,32,3850803,"parameter","Input:High Performance LINPACK Problem Size",20000,NA
"UBHPC_32core","hpcc",1,32,3850803,"parameter","Input:MPI Ranks",32,NA
"UBHPC_32core","hpcc",1,32,3850803,"parameter","Input:MPIRandom Problem Size",256,"MWord"
"UBHPC_32core","hpcc",1,32,3850803,"parameter","Input:OpenMP Threads",0,NA
"UBHPC_32core","hpcc",1,32,3850803,"parameter","Input:PTRANS Problem Size",10000,NA
"UBHPC_32core","hpcc",1,32,3850803,"parameter","Input:STREAM Array Size",4166666,"MWord"
"UBHPC_32core","hpcc",1,32,3850803,"parameter","RunEnv:CPU Speed",2100,"MHz"
"UBHPC_32core","hpcc",1,32,3850803,"parameter","job_id",10553333,NA
"UBHPC_32core","hpcc",1,32,3850803,"statistic","App kernel executable exists",1,NA
"UBHPC_32core","hpcc",1,32,3850803,"statistic","App kernel input exists",1,NA
"UBHPC_32core","hpcc",1,32,3850803,"statistic","Average Double-Precision General Matrix Multiplication (DGEMM) Floating-Point Performance",48297.3,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850803,"statistic","Average STREAM 'Add' Memory Bandwidth",4670.24896,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850803,"statistic","Average STREAM 'Copy' Memory Bandwidth",5378.29376,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850803,"statistic","Average STREAM 'Scale' Memory Bandwidth",4235.74528,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850803,"statistic","Average STREAM 'Triad' Memory Bandwidth",4757.00224,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850803,"statistic","Fast Fourier Transform (FFTW) Floating-Point Performance",53041.600000000006,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850803,"statistic","High Performance LINPACK Floating-Point Performance",1024880,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850803,"statistic","High Performance LINPACK Run Time",5.20443,"Second"
"UBHPC_32core","hpcc",1,32,3850803,"statistic","MPI Random Access",13.5976,"MUpdate per Second"
"UBHPC_32core","hpcc",1,32,3850803,"statistic","Network scratch directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850803,"statistic","Network scratch directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850803,"statistic","Parallel Matrix Transpose (PTRANS)",13808.2304,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850803,"statistic","Task working directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850803,"statistic","Task working directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850803,"statistic","Wall Clock Time",143,"Second"
"UBHPC_32core","hpcc",1,32,3850803,"statistic","local scratch directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850803,"statistic","local scratch directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850803,"statistic","Power(Max)",307,"W"
"UBHPC_32core","hpcc",1,32,3850803,"statistic","Power(Mean)",218.84,"W"
"UBHPC_32core","hpcc",1,32,3850803,"statistic","Power(Mean Second Half)",307,"W"
"UBHPC_32core","hpcc",1,32,3850803,"statistic","Energy",32826,"J"
"UBHPC_32core","hpcc",1,32,3850690,"parameter","Input:DGEMM Problem Size",2040,NA
"UBHPC_32core","hpcc",1,32,3850690,"parameter","Input:High Performance LINPACK Grid Cols",8,NA
"UBHPC_32core","hpcc",1,32,3850690,"parameter","Input:High Performance LINPACK Grid Rows",4,NA
"UBHPC_32core","hpcc",1,32,3850690,"parameter","Input:High Performance LINPACK Problem Size",20000,NA
"UBHPC_32core","hpcc",1,32,3850690,"parameter","Input:MPI Ranks",32,NA
"UBHPC_32core","hpcc",1,32,3850690,"parameter","Input:MPIRandom Problem Size",256,"MWord"
"UBHPC_32core","hpcc",1,32,3850690,"parameter","Input:OpenMP Threads",0,NA
"UBHPC_32core","hpcc",1,32,3850690,"parameter","Input:PTRANS Problem Size",10000,NA
"UBHPC_32core","hpcc",1,32,3850690,"parameter","Input:STREAM Array Size",4166666,"MWord"
"UBHPC_32core","hpcc",1,32,3850690,"parameter","RunEnv:CPU Speed",1996.179,"MHz"
"UBHPC_32core","hpcc",1,32,3850690,"parameter","job_id",10539473,NA
"UBHPC_32core","hpcc",1,32,3850690,"statistic","App kernel executable exists",1,NA
"UBHPC_32core","hpcc",1,32,3850690,"statistic","App kernel input exists",1,NA
"UBHPC_32core","hpcc",1,32,3850690,"statistic","Average Double-Precision General Matrix Multiplication (DGEMM) Floating-Point Performance",50645.4,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850690,"statistic","Average STREAM 'Add' Memory Bandwidth",5086.55616,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850690,"statistic","Average STREAM 'Copy' Memory Bandwidth",5461.93408,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850690,"statistic","Average STREAM 'Scale' Memory Bandwidth",4556.51328,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850690,"statistic","Average STREAM 'Triad' Memory Bandwidth",5172.65408,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850690,"statistic","Fast Fourier Transform (FFTW) Floating-Point Performance",50120.2,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850690,"statistic","High Performance LINPACK Floating-Point Performance",1010389.9999999999,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850690,"statistic","High Performance LINPACK Run Time",5.27908,"Second"
"UBHPC_32core","hpcc",1,32,3850690,"statistic","MPI Random Access",12.409,"MUpdate per Second"
"UBHPC_32core","hpcc",1,32,3850690,"statistic","Network scratch directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850690,"statistic","Network scratch directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850690,"statistic","Parallel Matrix Transpose (PTRANS)",13901.7216,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850690,"statistic","Task working directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850690,"statistic","Task working directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850690,"statistic","Wall Clock Time",143,"Second"
"UBHPC_32core","hpcc",1,32,3850690,"statistic","local scratch directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850690,"statistic","local scratch directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850690,"statistic","Power(Max)",374,"W"
"UBHPC_32core","hpcc",1,32,3850690,"statistic","Power(Mean)",308.1039,"W"
"UBHPC_32core","hpcc",1,32,3850690,"statistic","Power(Mean Second Half)",374,"W"
"UBHPC_32core","hpcc",1,32,3850690,"statistic","Energy",47448,"J"
"UBHPC_32core","hpcc",1,32,3850601,"parameter","Input:DGEMM Problem Size",2040,NA
"UBHPC_32core","hpcc",1,32,3850601,"parameter","Input:High Performance LINPACK Grid Cols",8,NA
"UBHPC_32core","hpcc",1,32,3850601,"parameter","Input:High Performance LINPACK Grid Rows",4,NA
"UBHPC_32core","hpcc",1,32,3850601,"parameter","Input:High Performance LINPACK Problem Size",20000,NA
"UBHPC_32core","hpcc",1,32,3850601,"parameter","Input:MPI Ranks",32,NA
"UBHPC_32core","hpcc",1,32,3850601,"parameter","Input:MPIRandom Problem Size",256,"MWord"
"UBHPC_32core","hpcc",1,32,3850601,"parameter","Input:OpenMP Threads",0,NA
"UBHPC_32core","hpcc",1,32,3850601,"parameter","Input:PTRANS Problem Size",10000,NA
"UBHPC_32core","hpcc",1,32,3850601,"parameter","Input:STREAM Array Size",4166666,"MWord"
"UBHPC_32core","hpcc",1,32,3850601,"parameter","RunEnv:CPU Speed",2100,"MHz"
"UBHPC_32core","hpcc",1,32,3850601,"parameter","job_id",10522562,NA
"UBHPC_32core","hpcc",1,32,3850601,"statistic","App kernel executable exists",1,NA
"UBHPC_32core","hpcc",1,32,3850601,"statistic","App kernel input exists",1,NA
"UBHPC_32core","hpcc",1,32,3850601,"statistic","Average Double-Precision General Matrix Multiplication (DGEMM) Floating-Point Performance",40433.4,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850601,"statistic","Average STREAM 'Add' Memory Bandwidth",3499.74528,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850601,"statistic","Average STREAM 'Copy' Memory Bandwidth",4061.71648,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850601,"statistic","Average STREAM 'Scale' Memory Bandwidth",3143.43424,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850601,"statistic","Average STREAM 'Triad' Memory Bandwidth",4203.13088,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850601,"statistic","Fast Fourier Transform (FFTW) Floating-Point Performance",44158,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850601,"statistic","High Performance LINPACK Floating-Point Performance",731174,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850601,"statistic","High Performance LINPACK Run Time",7.29502,"Second"
"UBHPC_32core","hpcc",1,32,3850601,"statistic","MPI Random Access",13.4421,"MUpdate per Second"
"UBHPC_32core","hpcc",1,32,3850601,"statistic","Network scratch directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850601,"statistic","Network scratch directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850601,"statistic","Parallel Matrix Transpose (PTRANS)",9574.3488,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850601,"statistic","Task working directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850601,"statistic","Task working directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850601,"statistic","Wall Clock Time",145,"Second"
"UBHPC_32core","hpcc",1,32,3850601,"statistic","local scratch directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850601,"statistic","local scratch directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850601,"statistic","Power(Max)",398,"W"
"UBHPC_32core","hpcc",1,32,3850601,"statistic","Power(Mean)",318.2532,"W"
"UBHPC_32core","hpcc",1,32,3850601,"statistic","Power(Mean Second Half)",398,"W"
"UBHPC_32core","hpcc",1,32,3850601,"statistic","Energy",50284,"J"
"UBHPC_32core","hpcc",1,32,3850511,"parameter","Input:DGEMM Problem Size",2040,NA
"UBHPC_32core","hpcc",1,32,3850511,"parameter","Input:High Performance LINPACK Grid Cols",8,NA
"UBHPC_32core","hpcc",1,32,3850511,"parameter","Input:High Performance LINPACK Grid Rows",4,NA
"UBHPC_32core","hpcc",1,32,3850511,"parameter","Input:High Performance LINPACK Problem Size",20000,NA
"UBHPC_32core","hpcc",1,32,3850511,"parameter","Input:MPI Ranks",32,NA
"UBHPC_32core","hpcc",1,32,3850511,"parameter","Input:MPIRandom Problem Size",256,"MWord"
"UBHPC_32core","hpcc",1,32,3850511,"parameter","Input:OpenMP Threads",0,NA
"UBHPC_32core","hpcc",1,32,3850511,"parameter","Input:PTRANS Problem Size",10000,NA
"UBHPC_32core","hpcc",1,32,3850511,"parameter","Input:STREAM Array Size",4166666,"MWord"
"UBHPC_32core","hpcc",1,32,3850511,"parameter","RunEnv:CPU Speed",1274.176,"MHz"
"UBHPC_32core","hpcc",1,32,3850511,"parameter","job_id",10499887,NA
"UBHPC_32core","hpcc",1,32,3850511,"statistic","App kernel executable exists",1,NA
"UBHPC_32core","hpcc",1,32,3850511,"statistic","App kernel input exists",1,NA
"UBHPC_32core","hpcc",1,32,3850511,"statistic","Average Double-Precision General Matrix Multiplication (DGEMM) Floating-Point Performance",50527.1,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850511,"statistic","Average STREAM 'Add' Memory Bandwidth",4660.79744,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850511,"statistic","Average STREAM 'Copy' Memory Bandwidth",5365.82144,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850511,"statistic","Average STREAM 'Scale' Memory Bandwidth",4265.02144,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850511,"statistic","Average STREAM 'Triad' Memory Bandwidth",4772.41344,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850511,"statistic","Fast Fourier Transform (FFTW) Floating-Point Performance",51448.2,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850511,"statistic","High Performance LINPACK Floating-Point Performance",1024289.9999999999,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850511,"statistic","High Performance LINPACK Run Time",5.20744,"Second"
"UBHPC_32core","hpcc",1,32,3850511,"statistic","MPI Random Access",12.442699999999999,"MUpdate per Second"
"UBHPC_32core","hpcc",1,32,3850511,"statistic","Network scratch directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850511,"statistic","Network scratch directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850511,"statistic","Parallel Matrix Transpose (PTRANS)",14141.952,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850511,"statistic","Task working directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850511,"statistic","Task working directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850511,"statistic","Wall Clock Time",142,"Second"
"UBHPC_32core","hpcc",1,32,3850511,"statistic","local scratch directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850511,"statistic","local scratch directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850511,"statistic","Power(Max)",362,"W"
"UBHPC_32core","hpcc",1,32,3850511,"statistic","Power(Mean)",341.32,"W"
"UBHPC_32core","hpcc",1,32,3850511,"statistic","Power(Mean Second Half)",315,"W"
"UBHPC_32core","hpcc",1,32,3850511,"statistic","Energy",51198,"J"
"UBHPC_32core","hpcc",1,32,3850421,"parameter","Input:DGEMM Problem Size",2040,NA
"UBHPC_32core","hpcc",1,32,3850421,"parameter","Input:High Performance LINPACK Grid Cols",8,NA
"UBHPC_32core","hpcc",1,32,3850421,"parameter","Input:High Performance LINPACK Grid Rows",4,NA
"UBHPC_32core","hpcc",1,32,3850421,"parameter","Input:High Performance LINPACK Problem Size",20000,NA
"UBHPC_32core","hpcc",1,32,3850421,"parameter","Input:MPI Ranks",32,NA
"UBHPC_32core","hpcc",1,32,3850421,"parameter","Input:MPIRandom Problem Size",256,"MWord"
"UBHPC_32core","hpcc",1,32,3850421,"parameter","Input:OpenMP Threads",0,NA
"UBHPC_32core","hpcc",1,32,3850421,"parameter","Input:PTRANS Problem Size",10000,NA
"UBHPC_32core","hpcc",1,32,3850421,"parameter","Input:STREAM Array Size",4166666,"MWord"
"UBHPC_32core","hpcc",1,32,3850421,"parameter","RunEnv:CPU Speed",2101.666,"MHz"
"UBHPC_32core","hpcc",1,32,3850421,"parameter","job_id",10485477,NA
"UBHPC_32core","hpcc",1,32,3850421,"statistic","App kernel executable exists",1,NA
"UBHPC_32core","hpcc",1,32,3850421,"statistic","App kernel input exists",1,NA
"UBHPC_32core","hpcc",1,32,3850421,"statistic","Average Double-Precision General Matrix Multiplication (DGEMM) Floating-Point Performance",50277.299999999996,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850421,"statistic","Average STREAM 'Add' Memory Bandwidth",4654.99136,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850421,"statistic","Average STREAM 'Copy' Memory Bandwidth",5358.72512,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850421,"statistic","Average STREAM 'Scale' Memory Bandwidth",4253.56288,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850421,"statistic","Average STREAM 'Triad' Memory Bandwidth",4754.56512,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850421,"statistic","Fast Fourier Transform (FFTW) Floating-Point Performance",51618.299999999996,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850421,"statistic","High Performance LINPACK Floating-Point Performance",1020280.0000000001,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850421,"statistic","High Performance LINPACK Run Time",5.22791,"Second"
"UBHPC_32core","hpcc",1,32,3850421,"statistic","MPI Random Access",12.387,"MUpdate per Second"
"UBHPC_32core","hpcc",1,32,3850421,"statistic","Network scratch directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850421,"statistic","Network scratch directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850421,"statistic","Parallel Matrix Transpose (PTRANS)",14029.5168,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850421,"statistic","Task working directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850421,"statistic","Task working directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850421,"statistic","Wall Clock Time",142,"Second"
"UBHPC_32core","hpcc",1,32,3850421,"statistic","local scratch directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850421,"statistic","local scratch directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850421,"statistic","Power(Max)",313,"W"
"UBHPC_32core","hpcc",1,32,3850421,"statistic","Power(Mean)",259.7632,"W"
"UBHPC_32core","hpcc",1,32,3850421,"statistic","Power(Mean Second Half)",313,"W"
"UBHPC_32core","hpcc",1,32,3850421,"statistic","Energy",39484,"J"
"UBHPC_32core","hpcc",1,32,3850331,"parameter","Input:DGEMM Problem Size",2040,NA
"UBHPC_32core","hpcc",1,32,3850331,"parameter","Input:High Performance LINPACK Grid Cols",8,NA
"UBHPC_32core","hpcc",1,32,3850331,"parameter","Input:High Performance LINPACK Grid Rows",4,NA
"UBHPC_32core","hpcc",1,32,3850331,"parameter","Input:High Performance LINPACK Problem Size",20000,NA
"UBHPC_32core","hpcc",1,32,3850331,"parameter","Input:MPI Ranks",32,NA
"UBHPC_32core","hpcc",1,32,3850331,"parameter","Input:MPIRandom Problem Size",256,"MWord"
"UBHPC_32core","hpcc",1,32,3850331,"parameter","Input:OpenMP Threads",0,NA
"UBHPC_32core","hpcc",1,32,3850331,"parameter","Input:PTRANS Problem Size",10000,NA
"UBHPC_32core","hpcc",1,32,3850331,"parameter","Input:STREAM Array Size",4166666,"MWord"
"UBHPC_32core","hpcc",1,32,3850331,"parameter","RunEnv:CPU Speed",2065.905,"MHz"
"UBHPC_32core","hpcc",1,32,3850331,"parameter","job_id",10463274,NA
"UBHPC_32core","hpcc",1,32,3850331,"statistic","App kernel executable exists",1,NA
"UBHPC_32core","hpcc",1,32,3850331,"statistic","App kernel input exists",1,NA
"UBHPC_32core","hpcc",1,32,3850331,"statistic","Average Double-Precision General Matrix Multiplication (DGEMM) Floating-Point Performance",50281.2,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850331,"statistic","Average STREAM 'Add' Memory Bandwidth",4813.52704,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850331,"statistic","Average STREAM 'Copy' Memory Bandwidth",5405.7984,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850331,"statistic","Average STREAM 'Scale' Memory Bandwidth",4369.18272,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850331,"statistic","Average STREAM 'Triad' Memory Bandwidth",4908.97408,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850331,"statistic","Fast Fourier Transform (FFTW) Floating-Point Performance",51358,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850331,"statistic","High Performance LINPACK Floating-Point Performance",1011169.9999999999,"MFLOP per Second"
"UBHPC_32core","hpcc",1,32,3850331,"statistic","High Performance LINPACK Run Time",5.27502,"Second"
"UBHPC_32core","hpcc",1,32,3850331,"statistic","MPI Random Access",12.480599999999999,"MUpdate per Second"
"UBHPC_32core","hpcc",1,32,3850331,"statistic","Network scratch directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850331,"statistic","Network scratch directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850331,"statistic","Parallel Matrix Transpose (PTRANS)",4013.16864,"MByte per Second"
"UBHPC_32core","hpcc",1,32,3850331,"statistic","Task working directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850331,"statistic","Task working directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850331,"statistic","Wall Clock Time",141,"Second"
"UBHPC_32core","hpcc",1,32,3850331,"statistic","local scratch directory accessible",1,NA
"UBHPC_32core","hpcc",1,32,3850331,"statistic","local scratch directory exists",1,NA
"UBHPC_32core","hpcc",1,32,3850331,"statistic","Power(Max)",388,"W"
"UBHPC_32core","hpcc",1,32,3850331,"statistic","Power(Mean)",295.25,"W"
"UBHPC_32core","hpcc",1,32,3850331,"statistic","Power(Mean Second Half)",388,"W"
"UBHPC_32core","hpcc",1,32,3850331,"statistic","Energy",44878,"J"
"UBHPC_32core","hpcc",1,32,3850240,"parameter","Input:DGEMM Problem Size",2040,NA
"UBHPC_32core","hpcc",1,32,3850240,"parameter","Input:High Performance LINPACK Grid Cols",8,NA
"UBHPC_32core","hpcc",1,32,3850240,"parameter","Input:High Performance LINPACK Grid Rows",4,NA
